annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;Ntop;Npop;prev;Niveau prioritaire;libelle_classe_age;libelle_sexe;tri
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;1;94;2B;70;81170;0.089;2,3;tous âges;hommes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;35-39;9;94;2A;100;8730;1.18;1,2,3;de 35 à 39 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;52;85;;40340;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;01;971;170;217240;0.079;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;35-39;9;99;999;53410;4114660;1.298;1,2,3;de 35 à 39 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;53;29;;52150;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;01;999;170;217240;0.079;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;01;999;310;8290;3.752;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;53;35;;64860;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;03;973;40;109820;0.039;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;02;972;270;7560;3.585;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;75;16;;17950;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;03;999;40;109820;0.039;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;03;973;230;4910;4.729;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;75;17;;34670;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;06;999;10;70330;0.016;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;06;999;150;3140;4.874;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;75;33;10;90580;0.013;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;11;77;500;754740;0.066;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;11;77;1190;42870;2.774;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;75;47;;17610;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;11;91;460;691760;0.067;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;11;78;1050;46020;2.288;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;75;64;;36250;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;11;92;560;859770;0.065;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;11;93;2400;53460;4.496;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;76;12;;14210;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;24;36;120;111300;0.104;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;11;999;10870;385890;2.818;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;76;30;;43340;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;24;41;110;172430;0.066;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;24;36;140;5190;2.776;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;76;31;20;75670;0.032;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;27;21;210;271880;0.076;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;24;37;360;16670;2.147;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;84;03;;17440;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;27;25;240;278450;0.088;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;27;21;300;14100;2.093;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;84;63;;34790;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;27;39;150;133750;0.111;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;28;27;440;16700;2.611;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;84;69;30;108110;0.029;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;27;89;180;171820;0.105;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;32;02;400;13860;2.907;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;84;07;;18380;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;27;90;50;70510;0.077;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;44;10;190;7840;2.474;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;93;13;20;115940;0.013;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;27;999;1340;1434380;0.094;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;44;52;90;4150;2.17;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;93;06;;54760;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;28;50;220;258610;0.085;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;44;54;460;18200;2.511;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;93;83;;56510;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;28;61;130;140560;0.095;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;44;55;110;4550;2.307;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;15-19;9;94;2B;;7570;;2,3;de 15 à 19 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;28;999;1330;1735930;0.076;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;44;57;650;23150;2.791;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;04;999;10;25350;0.051;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;32;62;670;755940;0.088;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;44;08;200;6970;2.872;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;11;78;50;40670;0.133;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;44;10;140;156920;0.09;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;52;44;690;43900;1.579;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;11;999;630;331220;0.19;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;44;67;550;591630;0.092;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;52;53;120;8130;1.488;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;24;36;;4890;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;44;68;340;385360;0.087;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;52;72;330;15050;2.2;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;24;37;;16600;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;44;88;140;187300;0.077;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;53;29;370;25020;1.487;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;27;58;;4280;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;52;85;250;373080;0.067;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;53;56;300;20490;1.464;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;27;70;;5660;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;53;22;230;322950;0.072;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;75;16;190;8680;2.19;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;27;90;;4310;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;53;35;310;569400;0.055;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;75;23;50;2550;2.078;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;28;14;;18790;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;53;999;1140;1792440;0.063;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;75;24;190;9730;1.995;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;28;27;;14890;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;75;16;100;182080;0.054;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;75;47;180;8190;2.21;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;28;61;;6630;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;75;19;120;123770;0.094;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;75;64;320;18910;1.702;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;32;59;60;77040;0.077;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;75;24;190;217280;0.086;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;76;11;240;9680;2.49;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;32;62;20;40890;0.044;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;75;40;150;231560;0.063;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;76;30;400;20290;1.961;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;44;51;10;15980;0.075;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;75;64;300;369050;0.081;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;76;34;600;33600;1.78;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;44;54;20;19750;0.086;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;75;999;2230;3213620;0.069;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;76;48;30;1930;1.346;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;44;57;20;25580;0.063;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;76;11;170;200260;0.086;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;76;65;120;5710;2.049;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;52;49;;23330;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;76;12;170;142700;0.118;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;76;81;190;10480;1.774;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;52;85;;16560;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;76;30;230;409910;0.055;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;84;63;380;18220;2.091;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;52;999;50;103600;0.048;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;76;66;140;270510;0.052;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;93;999;3190;144920;2.201;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;53;56;;19800;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;76;81;140;208220;0.069;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;1;94;999;190;8410;2.199;1,2,3;de 40 à 44 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;75;999;130;152590;0.084;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;76;09;70;80000;0.093;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;02;972;360;11120;3.274;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;76;11;;8890;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;84;01;250;329660;0.075;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;02;999;360;11120;3.274;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;76;30;10;18990;0.063;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;84;38;500;674700;0.074;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;04;974;1540;31330;4.913;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;76;09;;3540;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;93;13;710;1128220;0.063;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;04;999;1540;31330;4.913;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;76;999;130;155400;0.084;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;2;94;2A;60;78380;0.078;2,3;tous âges;femmes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;11;75;1000;70330;1.423;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;84;15;;3070;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;01;971;330;400710;0.082;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;11;93;1780;55120;3.228;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;84;26;;13260;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;01;999;330;400710;0.082;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;11;94;1000;47540;2.099;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;84;63;;18050;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;02;972;440;374690;0.117;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;11;95;1080;43170;2.507;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;84;69;60;56790;0.102;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;02;999;440;374690;0.117;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;11;999;8710;415570;2.095;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;93;05;;3260;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;03;973;90;206030;0.043;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;24;18;160;7750;2.013;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;93;06;30;27500;0.113;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;11;77;980;1470230;0.067;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;24;36;110;5390;1.966;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;93;83;30;27300;0.095;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;11;91;880;1352830;0.065;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;24;37;280;17830;1.548;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;93;999;110;133140;0.085;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;24;18;230;300410;0.078;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;24;41;190;9120;2.116;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;94;2A;;3310;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;24;36;240;215040;0.113;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;27;39;100;7220;1.427;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;1;94;999;;6990;;2,3;de 20 à 24 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;27;25;460;544760;0.084;2,3;tous âges;tous sexes;28.0
